OBJECTID,NUM,SITE_NUM,NAME,SUP_DISTRICT,SHAPEAREA,SHAPELEN
2903,,168,Athens Services,1,7814.1717,313.760748
2904,,169,Bel-Art Waste Transfer Station,4,7814.16456,313.760605
2905,,176,City Terrace Recycling Transfer Station,1,7814.16795,313.760673
2906,,178,Cordova Construction Services,3,7814.16847,313.760684
2907,,179,Puente Hills Materials Recovery Facility,1,7814.1642,313.760598
2908,,180,South Gate Transfer Station,4,7814.17113,313.760737
2909,,181,Downey Area Recycling & Transfer Station,4,7814.16767,313.760667
2910,,182,Allied/BFI Waste System of North America,2,7814.16583,313.76063
2911,,183,Culver City Transfer & Recycling Center,2,7814.16775,313.760669
2912,,184,Downtown Diversion,1,7814.16493,313.760612
2913,,185,East Los Angeles Recycling & Transfer Station,1,7814.16796,313.760673
2914,,187,Grand Central Recycling & Transfer Station,1,7814.1642,313.760598
2915,,193,PUBLIC SERVICE TRANSFER STATION #2,4,7814.16884,313.760691
2916,,205,Silverlake Maintenance Station,1,7814.1642,313.760598
2917,,207,Waste Management South Gate Transfer Station,4,7814.16804,313.760675
2918,,208,Southern California Disposal Company,3,7814.16831,313.76068
2919,,209,Bay West Refuse Removal Service,2,7814.16795,313.760673
2920,,212,L. McNamee Disposal,2,7814.1642,313.760598
2921,,213,"SRS, Inc.",2,7814.17142,313.760743
2922,,214,Waste Management  - L.A. Metro,2,7814.16611,313.760636
2923,,215,Ace Roll-Off,4,7814.1642,313.760598
2924,,216,Ancon Environmental Service Inc.,2,7814.16795,313.760673
2925,,217,"Universal Waste System, Inc. - Franchise",4,7814.16421,313.760598
2926,,218,A & B Disposal Service,1,7814.17194,313.760753
2927,,221,Valley Vista,1,7814.1642,313.760598
2928,,222,Claremont Department of Community Services,5,7814.17222,313.760759
2929,,224,General Waste Disposal,4,7814.16796,313.760673
2930,,226,Waste Management - Lancaster,5,7814.16847,313.760684
2931,,228,Pomona Municipal Direct Transfer Facility,1,7814.1662,313.760638
2932,,229,"Burrtec Waste Industries, Inc. - Fontana ",,7814.17169561456,313.760748208533
2933,,230,Triangle Services,1,7814.16619,313.760638
2934,,231,"Arrow Disposal Services, Inc.",1,7814.17222,313.760759
2935,,232,Waste Management - San Gabriel,1,7814.1701,313.760716
2936,,233,"Arakelian Enterprises, Inc.",1,7814.1717,313.760748
2937,,234,Waste Management/Blue Barrel,5,7814.16775,313.760669
2938,,237,RJL Rent-A-Bin,3,7814.17142,313.760743
2939,,238,"Hobbs & Son, Inc.",,7814.16958,313.760706
2940,,241,Atlas Consolidated Service,5,7814.1642,313.760598
2941,,242,"Randfam, Inc./Rent-A-Bin",3,7814.16421,313.760598
2942,,246,"AAA Rubbish, Inc.",4,7814.16493478976,313.760612461878
2943,,247,"Goodwill Disposal Company,  Inc.",1,7814.16796,313.760673
2944,,248,Serv-Wel Disposal Service/Rent-A-Bin,1,7814.16884,313.760691
2945,,249,S & H Disposal,1,7814.16421,313.760598
2946,,252,Liberty Disposal Service,2,7814.16739,313.760662
2947,,253,G & B Rubbish Service,1,7814.16776,313.760669
2948,,254,BEVERLY WILSHIRE REFUSE REM. COMPANY,3,7814.16775,313.760669
2949,,258,Haul Away Rubbish,1,7814.17114,313.760737
2950,,265,"Key Disposal, Inc.",1,7814.16795,313.760673
2951,,268,Try R-Disposal Service,1,7814.16958,313.760706
2952,,271,A M Disposal,4,7814.16958,313.760706
2953,,272,City of Whittier,4,7814.16847,313.760684
2954,,276,L & S Disposal,4,7814.16796,313.760673
2955,,277,Burbank Public Works,5,7814.16847,313.760684
2956,,281,Edco Waste Service - Long Beach,4,7814.16832,313.76068
2957,,282,"Heritage Disposal, Inc.",1,7814.16457,313.760605
2959,,307,Edco Waste Service - Buena Park,,7814.16848,313.760684
2960,,308,Beverly Hills Dept. of Public Works,3,7814.16582,313.76063
2961,,313,Murk Bros. Disposal,"1, 4",7814.1642,313.760598
2962,,315,"Mountainside Disposal, Inc.",,7814.16775,313.760669
2963,,318,A Big C Disposal Service,2,7814.16739,313.760662
2964,,319,Waste Management - Compton,2,7814.1642,313.760598
2965,,321,Looney Bins/Spaccarelli Hauling,5,7814.16582,313.76063
2966,,323,"Benz Sanitation, Inc.",,7814.16795,313.760673
2967,Hauler,324,Waste & Recycling Service,4,7814.16619,313.760638
2968,,327,"Burrtec Waste Industries, Inc. - Saugus",5,7814.1642,313.760598
2969,,330,"Southern California Environmental, Inc.",1,7814.16421,313.760598
2970,,333,"Direct Disposal, Inc.",1,7814.1642,313.760598
2971,,334,Canyon Rubbish Disposal Service,3,7814.16766,313.760667
2972,,335,Quality Waste Service,1,7814.16494,313.760612
2973,,336,Roll-Offs 4 Less,3,7814.1642,313.760598
2974,,338,"Interior Removal Specialist, Inc.",4,7814.1693,313.7607
2975,,341,"Advance Waste System, Inc.",2,7814.1642,313.760598
2976,,342,"California Waste Services, LLC",2,7814.17142,313.760743
2977,,343,Anderson Rubbish Disposal,,7814.16775,313.760669
2978,,364,"Allied/BFI Waste Systems, Compton",2,7814.1642,313.760598
2979,,365,Waste Management Carson Transfer Station,2,7814.16796,313.760673
2980,,366,Central LA Recycling Center & Transfer Station,1,7814.16795,313.760673
2981,,368,Waste Resources Recovery,2,7814.17086,313.760731
2982,,369,East Valley Diversion,5,7814.16582,313.76063
2983,,385,Southern CA Disposal Co. Recycling & Trans. Sta.,3,7814.1642,313.760598
2984,,386,Rob's Roll-Off & Recycling,2,7814.1642,313.760598
2985,,406,Sun Valley Paper Stock MRF & TS,5,7814.1642,313.760598
2986,,447,Calmet Services,4,7814.17114,313.760737
2987,,448,Rob's Roll-Off & Recycling,2,7814.1642,313.760598
2988,,449,United Pacific Waste - Franchise,4,7814.16457,313.760605
2989,,450,"Commercial Waste Service, Inc.",1,7814.1642,313.760598
2990,,452,Southland Disposal Co.,1,7814.17113,313.760737
2991,,454,West Coast Waste Roll Off Service,2,7814.1701,313.760716
2992,,455,Reduce Price Disposal,"3, 5",7814.16796,313.760673
2993,,461,"Waste Resources, Inc.",2,7814.17178,313.76075
2994,,462,S & S Disposal Services,1,7814.1701,313.760716
2995,,467,"Cordova Construction Services, Inc.",3,7814.16847,313.760684
2996,,468,"Apex Waste Systems, Inc.",4,7814.16847,313.760684
2997,,3004,Azusa Transfer and MRF,1,7814.16794700326,313.760672938137
2998,,584,Prima Deshecha Sanitary Landfill,,7814.16847,313.760684
2999,,585,Olinda Alpha Sanitary Landfill,,7814.16584,313.760631
3000,,587,Frank R. Bowerman Sanitary Landfill,,7814.16795,313.760673
3001,,604,Earlimart Transfer Station,,7814.16494,313.760612
3002,,624,"Allied/BFI Waste Systems, Falcon",4,7814.1674,313.760662
3003,,664,Allan Company - Baldwin Park,1,7814.16795,313.760673
3004,,705,El Sobrante Landfill,,7814.16795,313.760673
3005,,707,"Santa Clara Organics, LLC",,7814.16583,313.760631
3006,,708,Viramontes Express,,7814.16795,313.760673
3007,,709,CVT Regional Material Recovery & TS,,7814.16421,313.760598
3009,,730,Consolidated Disposal Service - GDD (Long Beach),4,7814.16957,313.760706
3010,,731,Allied Waste Services - Gardena,2,7814.16456,313.760605
3011,,744,Direct Disposal C & D Recycling,1,7814.1642,313.760598
3012,,764,Mission Road Recycling & Transfer Station,1,7814.1642,313.760598
3013,,784,Rancho Las Virgenes Composting Facility,3,7814.1642,313.760598
3014,,804,"A & A Waste & Rolloff Services, Inc.",2,7814.17222,313.760759
3015,,944,"Tehachapi Recycling, Inc.",,7814.16958,313.760706
3016,,964,East Street Maint. District Yard,1,7814.16848,313.760684
3017,,965,Granada Hills Street Maint. District Yard,3,7814.16457,313.760605
3018,,966,Southwest Street Maint. District Yard,2,7814.16901,313.760694
3019,,967,Van Nuys Street Maint. District Yard,3,7814.16767,313.760667
3020,,984,Griffith Park Compost Facility,5,7814.16457,313.760605
3021,,1024,Del Norte Regional Recycling & Transfer,,7814.1642,313.760598
3022,,1067,CR Transfer Incorporated,,7814.16421,313.760598
3023,,1084,Dan Copp Crushing,,7814.16929,313.7607
3024,,1124,"Burrtec Waste Industries, Inc. - Pomona",1,7814.16795,313.760673
3025,,1144,Waste Management. San Gabriel Pomona - Franchise,1,7814.1701,313.760716
3026,,2770,Whittier Fertilizer Company,4,7814.1717,313.760748
3027,,1166,"Universal Waste System, Inc.",4,7814.16421,313.760598
3028,,1184,City of Pomona Solid Waste Division,1,7814.17222,313.760759
3029,,1204,Tehachapi Landfill,,7814.1662,313.760638
3030,,1205,Bena Landfill,,7814.16783,313.760671
3031,,1224,West Valley MRF,,7814.16456,313.760605
3032,,1304,BG's Big Box Service,3,7814.1717,313.760748
3033,,1324,Kettleman Hills,,7814.17086,313.760731
3034,,1364,Torres Disposal Service,2,7814.17114,313.760737
3035,,1384,"Ware Disposal Company, Inc. - Franchise",,7814.16776,313.760669
3036,,544,"Burrtec Waste Industries, Inc. - Azusa",1,7814.16795,313.760673
3037,,1404,Olympic Disposal/Serv-West Disposal,1,7814.17166,313.760748
3038,,1424,Public Service Transfer Station #1,4,7814.16494,313.760612
3039,,1445,Specialty Bin Rental,1,7814.16739,313.760662
3040,,1464,Mid-Valley Landfill,,7814.16831,313.76068
3041,,1484,Pico Rivera MRF,4,7814.16456,313.760605
3042,,1485,Carson MRF,2,7814.1717,313.760748
3043,,1486,LA Express MRF,2,7814.1642,313.760598
3044,,1504,"Universal Waste Systems, Inc. - GDD",4,7814.16421,313.760598
3045,,1544,"R F Dickson Co., Inc.",4,7814.16494,313.760612
3046,,1564,Nu-Way Roll-Off Service,5,7814.17169,313.760748
3047,,1584,Burrtec Waste Industries - Saugus  (Franchise),5,7814.1642,313.760598
3048,,1604,Allied Waste Services - Sun Valley,5,7814.1642,313.760598
3049,,1624,Athens Sun Valley Mat. Rec. & T.S.,5,7814.16584,313.760631
3050,,1644,"Cleanup America, Inc.",1,7814.1662,313.760638
3051,,306,Van Disposal,"1, 4",7814.1642,313.760598
3052,,1684,"Adivari Disposal, Inc.",4,7814.17222,313.760759
3053,,1704,"Western Tear-Off Disposal, Inc.","1, 5",7814.16739,313.760662
3054,,1705,"Patriot Services, Inc.",4,7814.16421,313.760598
3055,,239,Waste Management/ G.I. Industries,,7814.16582,313.76063
3056,,1725,Bestway Recycling Company,2,7814.16767,313.760667
3057,,1744,"Madison Materials, Inc.",,7814.17142,313.760743
3058,,1784,City Fibers - West Valley Plant,3,7814.1717,313.760748
3059,,1786,Construction and Demolition Recycling,4,7814.16803,313.760675
3060,,1804,Durbin Landfill,1,14568597.86989,15141.857725
3061,,1824,Phelan (Sheep Creek) Transfer Station,,7814.16957,313.760706
3062,,194,Redondo Beach Transfer Station,"2, 4",7814.1642,313.760598
3063,,227,Waste Management  - Sun Valley,5,7814.16421,313.760598
3064,,244,"Nasa Service, Inc.",1,7814.1642,313.760598
3065,,264,"Consolidated Disposal Services, LLC",4,7814.16957,313.760706
3066,,456,D and S Shavings,3,7814.17142,313.760743
3067,,190,Norwalk Transfer Station,4,7814.1717,313.760748
3068,,191,Paramount Resource Recycling Facility,4,7814.16582,313.76063
3069,,344,RDS-Rivas Disposal Service,2,7814.16832,313.76068
3070,,320,JJK Roll Off,"2, 4",7814.16795,313.760673
3071,,2064,"Consolidated Disp., LLC/Republic Services (Gardena)",2,7814.16583,313.76063
3072,,2085,Chiquita Canyon Composting Facility,5,7814.16767,313.760667
3073,,2084,Bradley East Transfer Station,5,7814.16458,313.760605
3074,,453,CR & R Incorporated - Santa Fe Springs,4,7814.1642,313.760598
3075,,210,Local Rubbish Company,3,7814.1642,313.760598
3076,,211,Azteca Rubbish Control,2,7814.1701,313.760716
3077,,236,Crown Disposal,5,7814.16831516843,313.760680336495
3078,,280,City of Torrance,4,7814.1642,313.760598
3079,,316,Perez Disposal,3,7814.16422,313.760598
3080,,339,"Metropolis Disposal, Inc.",3,7814.16739,313.760662
3081,,340,"Consolidated Disp., LLC/Republic Ser",2,7814.16583,313.76063
3082,,445,D'Angelus Disposal,1,7814.1642,313.760598
3083,,446,American Waste Industries,5,7814.16584,313.760631
3084,,465,Sunset Ranch Roll-Off Service,1,7814.16803,313.760675
3085,,466,Global Resources,4,7814.1642,313.760598
3086,,704,Simi Valley Landfill & Recycling Center,,7814.1701,313.760716
3201,054-197-415,1932,ES Schultz,2,2471788.59671,6708.654112
3202,084-157-437,1896,Celery Dump,2,7814.1674,313.760662
3203,054-237-432,1936,Fred Theriot Dump,4,416237.53391,2936.706156
3204,024-197-346,1966,K & S Rubbish,4,7814.16457,313.760605
3205,084-157-448,1929,El Segundo City Dump,2,7814.1642,313.760598
3206,174-157-699,2000,Pendleton Dump,5,654301.95714,3483.242577
3207,024-197-343,2058,Woolner Oil Co,4,7814.16884,313.760691
3208,054-237,2158,Louis Curtis Co.,4,312890.89584,2769.308124
3209,264-077-790,1948,Gilmour Mud Sump,5,367456.99901,2834.763444
3210,114-197-574,2047,Vernon City Dump,4,7814.16902,313.760694
3211,114-197-587,1904,Clifford L Bush,4,7814.16739,313.760662
3213,,166,American Waste Industries,5,7814.16847278648,313.760683504995
3214,,170,California Waste Services LLC,2,7814.17114,313.760737
3215,,171,City of Inglewood Transfer Station,2,7814.16457,313.760605
3216,,172,City of Irwindale Limited Transfer Station,1,7814.16958,313.760706
3521,,173,City of San Fernando Svts,3,7814.16611,313.760636
3522,,174,City of San Gabriel Disposal,1,7814.16848,313.760684
3523,,175,Santa Monica Community Recycling Center,3,7814.16583,313.76063
3524,,177,"Community Recycling / Resource Recovery, Inc.",5,7814.16775,313.760669
3525,,186,"Falcon Refuse Center, Inc.",4,7814.16745,313.760663
3526,,188,H&c Disposal Company,2,7814.16847,313.760684
3527,,189,Innovative Waste Control,4,7814.17114,313.760737
3528,,192,Pebbly Beach (Avalon) Disposal Site (TS),4,7814.16884,313.760691
3529,,204,Salt Lake Transfer Station,4,7814.16583,313.760631
3530,,257,E. S. Schultz,1,7814.16494,313.760612
3531,,367,"City of Lancaster Maintenance Yard, Mvts",5,7814.16795,313.760673
3532,,370,"Looney Bins, INC. / East Valley Diversion",5,7814.17142,313.760743
3533,,460,"City of Pomona Utility Services, Inc.",1,7814.16456,313.760605
3534,,644,Community Recycling,5,7814.16619422764,313.760637749196
3535,,968,City of Pasadena Public Works Lvts,5,7814.16848,313.760684
3536,,1004,Randfam/Rent-a-Bin,3,7814.16795,313.760673
3537,,1344,LA County Public Works Road Maintenance 553,5,7814.16457,313.760605
3538,,1724,Allan Company - Santa Monica,3,7814.16795,313.760673
3539,TS,1726,Mission Recycling/West Coast Recycling,1,7814.1677556581,313.760669097475
3540,,1785,City Fibers - LA Plant No. 2,3,7814.16795,313.760673
3541,,1787,City of Inglewood T.S.,2,7814.16457,313.760605
3544,204-157-751,2186,Ledger #2,3,98890.09506,1405.252805
3545,,2196,MGM Dump,2,667917.70029,3344.482231
3546,144-317-966,2211,Floyd Bunnel,5,708817.4563,3595.13262
3547,234-117-204,2213,Neely's Mud Sump,5,7814.16795,313.760673
3548,054-197-401,2254,Southwest Steel Rolling Mills #1,2,96778.26028,1554.136867
3841,,2344,Mesquite Regional Landfill,,247295225.08199,68563.833082
3842,,2104,I-V Disposal Roll Off Service,5,7814.69634,313.772047
3843,144-277,2264,Peck Road Gravel Pit (Engineered Fill),"1, 5",3663960.35432,8305.670093
4481,,2124,Lopez Canyon Environmental Center,1,7814.1642,313.760598
4482,,2086,Pebbly Beach Composing Facility,4,7814.1642,313.760598
4801,<Null>,2424,Triangle Pit,1,536921.78271,3074.246601
4802,42150101,2444,Antelope Valley Recycling and Disposal Facility (Combined),5,8060763.83631,13540.177049
5121,054-197-411,2484,L.A. County Sanitation District 1 Landfill #3,2,169500.38429,1718.958012
5441,TS,2504,EDCO Recycling and Transfer,4,7814.17142,313.760743
5442,TS,2526,Mission Recycling/West Coast Recycling,1,7814.16583,313.760631
5443,Franchise,724,Athens Services (Waste Hauler),1,7814.1717,313.760748
5444,Franchise,458,C R & R Incorporated - Stanton,,7814.17113,313.760737
5445,FranchiseGDD,331,"Ware Disposal Company, Inc.",,7814.18354,313.760986
5761,TS,2524,Western District Satellite Yard,2,7814.1677556581,313.760669097475
5764,TS,2544,AV Equipment Rental,5,7814.16776,313.760669
5765,WH,2506,Bins Bins Bins,5,7814.17114,313.760737
5766,Compost,2525,Agromin Premium Soil Products,5,7814.16795,313.760673
5767,Comp,2584,Recycled Wood Products,1,7814.16776,313.760669
5768,,2585,Beneficial Ag. Services,,7814.17223,313.760759
5770,OofC LF,2604,Cold Canyon Landfill,,7814.1642,313.760598
6081,TS,2644,American Reclamation CDI Processing Facility,1,7814.16831516843,313.760680336495
6082,,2586,RJs Alondra Chipping and Grinding Operation,2,7814.1701,313.760716
6401,,2782,Active Recycling Material Recovery Facility & TS,2,7814.16901,313.760694
6402,054-157-385,144,American Waste Transfer Station,2,7814.16776,313.760669
6403,,2764,"Cal Blends, Inc.",1,7814.16228,313.760559
6404,,2765,"Foothill Soils, Inc.",5,7814.16457,313.760605
6405,,2766,"GS Brothers, Inc.",2,7814.16795,313.760673
6406,,2767,"GWS, Inc.",4,7814.17113,313.760737
6407,,2768,Harbor Mulching Facility,4,7814.1642,313.760598
6408,,2769,"MB Landscaping and Nursery, Inc.",2,7814.1717,313.760748
6409,,1164,United Pacific Waste,4,7814.17169,313.760748
6721,,2771,American Reclamation Chipping & Grinding,1,7814.16831516843,313.760680336495
6722,,2772,Burbank Green Waste Transfer Operation,5,7814.16847,313.760684
6723,,2773,"Evergreen Recycling, Inc.",2,7814.1642,313.760598
6724,,2774,Gardeners Community Service,3,7814.16738,313.760662
7041,,2775,"Greencycle, Inc.",4,7814.1717,313.760748
7042,,2124,Lopez Canyon Environmental Center,5,7814.1642,313.760598
7043,,2776,"North Hills Recycling, Inc.",3,7814.16421,313.760598
7044,,2777,Norwalk Industries Green Waste Operation,4,7814.16949,313.760704
7045,,2778,"Ornelas Wood Recovery, Inc.",5,7814.16794,313.760673
7046,,2779,Pomona Municipal Direct Chipping & Grinding Operation,1,7814.1662,313.760638
7047,,2780,Rent-a-Bin (Chipping & Grinding Operation),5,7814.16795,313.760673
7048,,2781,RJ's Chipping & Grinding Operation,2,7814.1642,313.760598
7049,,2728,"Aguinaga Green, Inc. (or Baker Canyon Green Recycling)",,7814.1693,313.7607
7050,,2729,"California Bio-Mass, Inc.",,7814.16929,313.7607
7051,,2730,Coachella Valley Composting Facility,,7814.16929,313.7607
7052,,2732,Greenways of Placentia,,7814.16929,313.7607
7053,,2733,Inland Empire Regional Composting Facility,,7814.1717,313.760748
7054,,2734,La Pata Avenue Greenwaste Facility,,7814.16929,313.7607
7055,,2735,"M.B. Organics, Inc. Galway",,7814.16929,313.7607
7056,,2736,"Mission Landscape Services, Inc.",,7814.16929,313.7607
7361,,2737,Nursery Products Hawes Composting Facility,,7814.1693,313.7607
7362,,2738,One Stop Landscape Supply Center,,7814.16929,313.7607
7363,,2739,"Orange County Composting, LLC",,7814.16929,313.7607
7364,,2740,Southern California Landscape Supply,,7814.1693,313.7607
7365,,2864,Temescal Canyon Compost Facility,,7814.1693,313.7607
7366,,2741,Tierra Verde Industries EcoCentre,,7814.16929,313.7607
7367,,2324,Victor Valley Regional Composting Facility (American Organics),,7814.1693,313.7607
7368,,2742,"A. Lua Recycling, Inc.",,7814.16929,313.7607
7369,,2743,"Agriscape, Inc.",,7814.1693,313.7607
7370,,2744,"B.P. John Recycling, Inc.",,7814.1693,313.7607
7371,,2747,"Imperial Western Products, Inc.",,7814.1693,313.7607
7372,,2748,Rios Recycling,,7814.16929,313.7607
7373,,2749,Stanton Green Materials Recycling Facility,,7814.16929,313.7607
7374,,2750,TVI Agua Chinon Chipping & Grinding Operation,,7814.1693,313.7607
7375,,2751,Advance Disposal Company & Recycling Center,,7814.16929,313.7607
7376,,2753,Edom Hill Transfer Station,,7814.1693,313.7607
7681,,2754,Inland Regional Material Recovery Facility & Transfer Station,,7814.1693,313.7607
7682,,2755,Moreno Valley Solid Waste R&T Facility,,7814.1693,313.7607
7683,,2756,Perris Transfer Station and Material Recovery Facility,,7814.1693,313.7607
7684,,2757,Prima Deshecha Material Recovery Facility,,7814.16929,313.7607
7685,,2758,"Rainbow Transfer & Recycling Company, Inc.",,7814.16929,313.7607
7686,,2759,Robert A. Nelson Transfer Station & Material Recovery Facility,,7814.16929,313.7607
7687,,2760,Southern California Recycling,,7814.1693,313.7607
7688,,2761,Sunset Environmental Transfer Station,,7814.16929,313.7607
7689,,2325,Waste Management of Orange,,7814.16929,313.7607
7690,,2762,Waste Management of Orange (LVTS),,7814.16929,313.7607
7691,,2709,El Corazon Compost,,7814.1693,313.7607
7692,,2710,Evergreen Nursery,,7814.1693,313.7607
7693,,2711,Evergreen Nursery,,7814.16929,313.7607
7694,,2712,Miramar Greenery,,7814.16929,313.7607
7695,,2713,Amswede Organic Recycling,,7814.16929,313.7607
7696,,2714,Inland Pacific R.R. Slaughterhouse Yard,,7814.16929,313.7607
8001,,2718,Otay Landfill,,7814.16929,313.7607
8002,,2720,EDCO Transfer Station,,7814.1693,313.7607
8003,,2721,EDCO Station,,7814.16929,313.7607
8004,,2722,Escondido Disposal,,7814.16929,313.7607
8005,,2723,Fallbrook Recycling and Transfer,,7814.1693,313.7607
8006,,2724,"Palomar Transfer Station, Inc.",,7814.16929,313.7607
8007,,2725,Ramona MRF And Transfer Station,,7814.1693,313.7607
8008,,2727,Waste Management of San Diego,,7814.1693,313.7607
8009,,2704,Agromin Organics Recycling,,7814.16929,313.7607
8010,,2705,Ojai Valley Organics,,7814.1693,313.7607
8011,,2706,Peach Hill Organic Recycling,,7814.16929,313.7607
8012,,2707,Gold Coast Recycling Facility,,7814.1693,313.7607
8321,,2904,Glendale Recycling Center,5,7814.16831516843,313.760680336495
8322,TS,309,"American Reclamation, Inc.","1, 5",7814.16456086849,313.760604982545
8323,,3445,Recology Los Angeles,5,7814.16831516843,313.760680336495
8324,,4164,"Crown Recycling Services, LLC",5,7814.16831516843,313.760680336495
8325,,2664,Potential Industries,4,7814.16419843692,313.760597687136
8326,,3168,Universal Waste Systems Inc. DTF,1,7814.16738749292,313.760661708814
8641,,1664,"Benny's Disposal Service, Inc.",1,7814.17113601429,313.760736964664
8642,144-357,235,CR & R Incorporated - Pinon Hills,,7814.16678445213,313.760649637976
8643,,1444,Frank's Disposal,4,7814.16493478976,313.760612461878
8644,,3624,Republic Services Anaheim,,7814.16420693616,313.760597865402
8645,,3625,R Big Continental,3,7814.16037279289,313.760520899009
8646,,3626,Rancho Disposal Service,,7814.17169561456,313.760748208533
8647,TS,3627,Pomona Valley Transfer Station,1,7814.1677556581,313.760669097475
8648,,274,City of Culver City (Waste Hauler),2,7814.1677556581,313.760669097475
8649,,3865,H. M. Holloway,,7814.16783336537,313.760670668431
